scope,character,card_id,model_id,name_en,name_zhs,total_runs_with,total_runs,appearance_probability,total_copies,copies_per_run
allCharacters,,FADE,CARD.FADE,,,48,36533,0.001313880601100375,57,0.0015602332138066953
allCharacters,,CONCOCT,CARD.CONCOCT,,,47,36533,0.0012865080885774505,50,0.001368625626146224
allCharacters,,HIBERNATE,CARD.HIBERNATE,,,44,36533,0.0012043905510086771,67,0.00183395833903594
allCharacters,,CACOPHONY,CARD.CACOPHONY,,,34,36533,0.0009306654257794323,38,0.0010401554758711301
allCharacters,,OUTRAGE,CARD.OUTRAGE,,,28,36533,0.0007664303506418854,30,0.0008211753756877343
allCharacters,,GRAPPLE,CARD.GRAPPLE,,,26,36533,0.0007116853255960364,52,0.001423370651192073
allCharacters,,PREPARE,CARD.PREPARE,,,26,36533,0.0007116853255960364,28,0.0007664303506418854
allCharacters,,BLADE_WALTZ_CARD,CARD.BLADE_WALTZ_CARD,,,25,36533,0.000684312813073112,90,0.002463526127063203
allCharacters,,IMITATION_LEARNING,CARD.IMITATION_LEARNING,,,25,36533,0.000684312813073112,29,0.00079380286316481
allCharacters,,UNDERWORLD,CARD.UNDERWORLD,,,25,36533,0.000684312813073112,28,0.0007664303506418854
allCharacters,,ONE_FOR_ALL,CARD.ONE_FOR_ALL,,,15,36533,0.00041058768784386717,17,0.00046533271288971617
allCharacters,,TRICK_MAGIC_CARD,CARD.TRICK_MAGIC_CARD,,,15,36533,0.00041058768784386717,48,0.001313880601100375
allCharacters,,HEXTECH_DRAGON_SOUL_CARD,CARD.HEXTECH_DRAGON_SOUL_CARD,,,12,36533,0.0003284701502750937,15,0.00041058768784386717
allCharacters,,FUSED_CARD,CARD.FUSED_CARD,,,11,36533,0.0003010976377521693,38,0.0010401554758711301
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_STATUS_VACUUM,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_STATUS_VACUUM,,,11,36533,0.0003010976377521693,12,0.0003284701502750937
allCharacters,,WHITE_HOLE_CARD,CARD.WHITE_HOLE_CARD,,,11,36533,0.0003010976377521693,11,0.0003010976377521693
allCharacters,,LANTERN_KEY,CARD.LANTERN_KEY,Lantern Key,灯火钥匙,10,36533,0.0002737251252292448,10,0.0002737251252292448
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_MINION_RUSH,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_MINION_RUSH,,,9,36533,0.00024635261270632033,9,0.00024635261270632033
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHARED_STAR_WALL,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHARED_STAR_WALL,,,9,36533,0.00024635261270632033,9,0.00024635261270632033
allCharacters,,INFERNAL_DRAGON_SOUL_CARD,CARD.INFERNAL_DRAGON_SOUL_CARD,,,8,36533,0.00021898010018339583,8,0.00021898010018339583
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_GROUP_SACRIFICE,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_GROUP_SACRIFICE,,,8,36533,0.00021898010018339583,14,0.0003832151753209427
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_WRIGGLE,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_WRIGGLE,,,8,36533,0.00021898010018339583,8,0.00021898010018339583
allCharacters,,CARD_EDITOR_CREATED_CARD03,CARD.CARD_EDITOR_CREATED_CARD03,,,7,36533,0.00019160758766047136,136,0.0037226617031177293
allCharacters,,MIKAELS_BLESSING_CARD,CARD.MIKAELS_BLESSING_CARD,,,7,36533,0.00019160758766047136,8,0.00021898010018339583
allCharacters,,SPOILS_MAP,CARD.SPOILS_MAP,Spoils Map,藏宝图,7,36533,0.00019160758766047136,11,0.0003010976377521693
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BIASED_PARTY_CARD,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BIASED_PARTY_CARD,,,7,36533,0.00019160758766047136,8,0.00021898010018339583
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHOCK_GIFT,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHOCK_GIFT,,,7,36533,0.00019160758766047136,9,0.00024635261270632033
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_YOUR_BODY_SLAM,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_YOUR_BODY_SLAM,,,7,36533,0.00019160758766047136,10,0.0002737251252292448
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_CHECK_YOUR_DPS_CARD,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_CHECK_YOUR_DPS_CARD,,,6,36533,0.00016423507513754686,7,0.00019160758766047136
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_CORPSE_SPEAKS,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_CORPSE_SPEAKS,,,6,36533,0.00016423507513754686,8,0.00021898010018339583
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_ORBIT_MINECART,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_ORBIT_MINECART,,,6,36533,0.00016423507513754686,6,0.00016423507513754686
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_PASS_THE_FLAME,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_PASS_THE_FLAME,,,6,36533,0.00016423507513754686,6,0.00016423507513754686
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_TOO_MUCH_TALK,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_TOO_MUCH_TALK,,,6,36533,0.00016423507513754686,6,0.00016423507513754686
allCharacters,,USCE-SPIDER_WEB,CARD.USCE-SPIDER_WEB,,,6,36533,0.00016423507513754686,7,0.00019160758766047136
allCharacters,,CARD_EDITOR_CREATED_CARD07,CARD.CARD_EDITOR_CREATED_CARD07,,,5,36533,0.0001368625626146224,5,0.0001368625626146224
allCharacters,,CHONGZUO_MOD_UNTOUCHABLE,CARD.CHONGZUO_MOD_UNTOUCHABLE,,,5,36533,0.0001368625626146224,7,0.00019160758766047136
allCharacters,,OCEAN_DRAGON_SOUL_CARD,CARD.OCEAN_DRAGON_SOUL_CARD,,,5,36533,0.0001368625626146224,5,0.0001368625626146224
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_EVERYONE_REDRAW,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_EVERYONE_REDRAW,,,5,36533,0.0001368625626146224,6,0.00016423507513754686
allCharacters,,CARD_EDITOR_CREATED_CARD25,CARD.CARD_EDITOR_CREATED_CARD25,,,4,36533,0.00010949005009169792,7,0.00019160758766047136
allCharacters,,CHAOSMOD-CHAOS_MOD_SILENT_BCBS_FLASH_A1,CARD.CHAOSMOD-CHAOS_MOD_SILENT_BCBS_FLASH_A1,,,4,36533,0.00010949005009169792,4,0.00010949005009169792
allCharacters,,GUILTY,CARD.GUILTY,Guilty,愧疚,4,36533,0.00010949005009169792,4,0.00010949005009169792
allCharacters,,LEGACYSPIRE-BT_REAPER,CARD.LEGACYSPIRE-BT_REAPER,,,4,36533,0.00010949005009169792,5,0.0001368625626146224
allCharacters,,OVERPOWERED,CARD.OVERPOWERED,,,4,36533,0.00010949005009169792,4,0.00010949005009169792
allCharacters,,SOUL,CARD.SOUL,Soul,灵魂,4,36533,0.00010949005009169792,10,0.0002737251252292448
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BLOOD_MIST_CARD,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BLOOD_MIST_CARD,,,4,36533,0.00010949005009169792,5,0.0001368625626146224
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_CHAOS_ECHO_PARTY,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_CHAOS_ECHO_PARTY,,,4,36533,0.00010949005009169792,4,0.00010949005009169792
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_NO_CARDS_NO_ENERGY,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_NO_CARDS_NO_ENERGY,,,4,36533,0.00010949005009169792,5,0.0001368625626146224
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SERPENT_SAYS_STRONG,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SERPENT_SAYS_STRONG,,,4,36533,0.00010949005009169792,4,0.00010949005009169792
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHARED_WEALTH,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHARED_WEALTH,,,4,36533,0.00010949005009169792,5,0.0001368625626146224
allCharacters,,USCE-GUST_STEP,CARD.USCE-GUST_STEP,,,4,36533,0.00010949005009169792,4,0.00010949005009169792
allCharacters,,USCE-RELENTLESS_PURSUIT,CARD.USCE-RELENTLESS_PURSUIT,,,4,36533,0.00010949005009169792,4,0.00010949005009169792
allCharacters,,AFTERIMAGE_C,CARD.AFTERIMAGE_C,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,CARD_EDITOR_CREATED_CARD01,CARD.CARD_EDITOR_CREATED_CARD01,,,3,36533,8.211753756877343e-05,6,0.00016423507513754686
allCharacters,,CARD_EDITOR_CREATED_CARD05,CARD.CARD_EDITOR_CREATED_CARD05,,,3,36533,8.211753756877343e-05,5,0.0001368625626146224
allCharacters,,CARD_EDITOR_CREATED_CARD22,CARD.CARD_EDITOR_CREATED_CARD22,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,CATALYST_CARD,CARD.CATALYST_CARD,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,CHONGZUO_MOD_ECHOING_SLASH,CARD.CHONGZUO_MOD_ECHOING_SLASH,,,3,36533,8.211753756877343e-05,4,0.00010949005009169792
allCharacters,,LEGACYSPIRE-BT_BRUTALITY,CARD.LEGACYSPIRE-BT_BRUTALITY,,,3,36533,8.211753756877343e-05,4,0.00010949005009169792
allCharacters,,LEGACYSPIRE-BT_SILENT_CONCENTRATE,CARD.LEGACYSPIRE-BT_SILENT_CONCENTRATE,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,LEGACYSPIRE-BT_SILENT_TERROR,CARD.LEGACYSPIRE-BT_SILENT_TERROR,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,LEX_NINJA2_CARD_ALAN_WALKER,CARD.LEX_NINJA2_CARD_ALAN_WALKER,,,3,36533,8.211753756877343e-05,4,0.00010949005009169792
allCharacters,,STS2_AI_A_CARD_CARD_GNAW_BITE,CARD.STS2_AI_A_CARD_CARD_GNAW_BITE,,,3,36533,8.211753756877343e-05,4,0.00010949005009169792
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BRAIN_DOCK,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BRAIN_DOCK,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_DRAIN_OTHERS_DRY,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_DRAIN_OTHERS_DRY,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SERPENT_BROTHERS_CARD,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SERPENT_BROTHERS_CARD,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHARED_DOOM_SLOW,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_SHARED_DOOM_SLOW,,,3,36533,8.211753756877343e-05,4,0.00010949005009169792
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_TIGER_STUDY_CARD,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_TIGER_STUDY_CARD,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,TERROR_C,CARD.TERROR_C,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,THE_ORIGIN_STONE,CARD.THE_ORIGIN_STONE,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,USCE-QUICK_SORT,CARD.USCE-QUICK_SORT,,,3,36533,8.211753756877343e-05,4,0.00010949005009169792
allCharacters,,YUWANCARD-HORIZON,CARD.YUWANCARD-HORIZON,,,3,36533,8.211753756877343e-05,3,8.211753756877343e-05
allCharacters,,ACROBATICS_C,CARD.ACROBATICS_C,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,ASTROLUPINE-HARMONIC_FUNCTION,CARD.ASTROLUPINE-HARMONIC_FUNCTION,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,BBT_STS2_CARD_REAR_NAKED_CHOKE_CARD,CARD.BBT_STS2_CARD_REAR_NAKED_CHOKE_CARD,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,BLAZING_STRIKE,CARD.BLAZING_STRIKE,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,CARD_EDITOR_CREATED_CARD04,CARD.CARD_EDITOR_CREATED_CARD04,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD16,CARD.CARD_EDITOR_CREATED_CARD16,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD17,CARD.CARD_EDITOR_CREATED_CARD17,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD18,CARD.CARD_EDITOR_CREATED_CARD18,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD19,CARD.CARD_EDITOR_CREATED_CARD19,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD23,CARD.CARD_EDITOR_CREATED_CARD23,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD24,CARD.CARD_EDITOR_CREATED_CARD24,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD36,CARD.CARD_EDITOR_CREATED_CARD36,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CARD_EDITOR_CREATED_CARD38,CARD.CARD_EDITOR_CREATED_CARD38,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CHAOSMOD-CHAOS_MOD_SILENT_BCBS_FLASH_A4,CARD.CHAOSMOD-CHAOS_MOD_SILENT_BCBS_FLASH_A4,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CHAOSMOD-CHAOS_MOD_Z_AN_YINGST,CARD.CHAOSMOD-CHAOS_MOD_Z_AN_YINGST,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CHONGZUO_MOD_ENVENOM,CARD.CHONGZUO_MOD_ENVENOM,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CHONGZUO_MOD_FLICK_FLACK,CARD.CHONGZUO_MOD_FLICK_FLACK,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,CHONGZUO_MOD_MURDER,CARD.CHONGZUO_MOD_MURDER,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,COLORLESS_PANACEA,CARD.COLORLESS_PANACEA,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,CRESCENDO,CARD.CRESCENDO,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,C_HH_ALUDEL,CARD.C_HH_ALUDEL,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,C_HH_ATOMIC_CLOCK,CARD.C_HH_ATOMIC_CLOCK,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,C_HH_CLINGING_TO_YOU,CARD.C_HH_CLINGING_TO_YOU,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,C_HH_FIBER_OPTICS,CARD.C_HH_FIBER_OPTICS,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,C_HH_IRON_SHARPENS_IRON,CARD.C_HH_IRON_SHARPENS_IRON,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,C_HH_NO_CONTEXT_LEFT_HOOK,CARD.C_HH_NO_CONTEXT_LEFT_HOOK,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,DEFEND_SILENT_C,CARD.DEFEND_SILENT_C,,,2,36533,5.474502504584896e-05,4,0.00010949005009169792
allCharacters,,FOOTWORK_C,CARD.FOOTWORK_C,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,GUIDASEXPAND-SILENT_BLADE_OF_SEED,CARD.GUIDASEXPAND-SILENT_BLADE_OF_SEED,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,GUIDASEXPAND-SILENT_POISON_TESTING,CARD.GUIDASEXPAND-SILENT_POISON_TESTING,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,INNTSUKI-PUCK_DELAYED_CHARGING,CARD.INNTSUKI-PUCK_DELAYED_CHARGING,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,INNTSUKI-PUCK_FLOG,CARD.INNTSUKI-PUCK_FLOG,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,JL,CARD.JL,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,LEGACYSPIRE-BT_CLOTHESLINE,CARD.LEGACYSPIRE-BT_CLOTHESLINE,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,LEGACYSPIRE-BT_ENTRENCH,CARD.LEGACYSPIRE-BT_ENTRENCH,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,LEGACYSPIRE-BT_INTIMIDATE,CARD.LEGACYSPIRE-BT_INTIMIDATE,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,LEGACYSPIRE-BT_PANACEA,CARD.LEGACYSPIRE-BT_PANACEA,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,LEGACYSPIRE-BT_WARCRY,CARD.LEGACYSPIRE-BT_WARCRY,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,MULTIROLE,CARD.MULTIROLE,,,2,36533,5.474502504584896e-05,3,8.211753756877343e-05
allCharacters,,NEUTRALIZE_C,CARD.NEUTRALIZE_C,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,OBELISK_TORMENTOR,CARD.OBELISK_TORMENTOR,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,OK_BOOMERANG_CARD,CARD.OK_BOOMERANG_CARD,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,PARASITIC_SEEDS,CARD.PARASITIC_SEEDS,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,PHANTASMAL_KILLER_C,CARD.PHANTASMAL_KILLER_C,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,PIERCING_WAIL_C,CARD.PIERCING_WAIL_C,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,REVELATION,CARD.REVELATION,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,SECOND_FORM,CARD.SECOND_FORM,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,SHADOW_MEND,CARD.SHADOW_MEND,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,SLATE_SYRINGE,CARD.SLATE_SYRINGE,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,STS2_AI_A_CARD_CARD_LEARNING_JOY,CARD.STS2_AI_A_CARD_CARD_LEARNING_JOY,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BROTHERS_CHOP_CARD,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_BROTHERS_CHOP_CARD,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_DEPLOY_INFINITE_BLADES,CARD.STS2_AI_A_CARD_MULTIPLAYER_CARD_MP_DEPLOY_INFINITE_BLADES,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,SURVIVOR_C,CARD.SURVIVOR_C,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,TH_SAKUYA-LITTLE_KNIFE,CARD.TH_SAKUYA-LITTLE_KNIFE,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,TOUHOUANCIENTS-ALL_CREATION_HISOU,CARD.TOUHOUANCIENTS-ALL_CREATION_HISOU,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,USCE-EFFORTLESS,CARD.USCE-EFFORTLESS,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,USCE-PUNCTURE,CARD.USCE-PUNCTURE,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,USCE-RIPOSTE,CARD.USCE-RIPOSTE,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,USCE-TRANSMUTATION,CARD.USCE-TRANSMUTATION,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,YGO-POT_OF_GREED,CARD.YGO-POT_OF_GREED,,,2,36533,5.474502504584896e-05,2,5.474502504584896e-05
allCharacters,,ABSTS2MOD-SOUL_MONSTER_CORPSE_SLUG,CARD.ABSTS2MOD-SOUL_MONSTER_CORPSE_SLUG,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,ABSTS2MOD-SOUL_MONSTER_INFESTED_PRISM,CARD.ABSTS2MOD-SOUL_MONSTER_INFESTED_PRISM,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,ABSTS2MOD-SOUL_MONSTER_PHANTASMAL_GARDENER,CARD.ABSTS2MOD-SOUL_MONSTER_PHANTASMAL_GARDENER,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,ACCURACY_C,CARD.ACCURACY_C,,,1,36533,2.737251252292448e-05,2,5.474502504584896e-05
allCharacters,,ACTSFROMTHEPAST-PARASITE,CARD.ACTSFROMTHEPAST-PARASITE,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,AGIDO,CARD.AGIDO,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,ALACRITOUS,CARD.ALACRITOUS,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,ANCIENTSAWAKENED-BREAK_BENEATH_ME,CARD.ANCIENTSAWAKENED-BREAK_BENEATH_ME,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,ANCIENTSAWAKENED-DEADLY_DEFEND,CARD.ANCIENTSAWAKENED-DEADLY_DEFEND,,,1,36533,2.737251252292448e-05,5,0.0001368625626146224
allCharacters,,ANCIENTSAWAKENED-DEADLY_STRIKE,CARD.ANCIENTSAWAKENED-DEADLY_STRIKE,,,1,36533,2.737251252292448e-05,5,0.0001368625626146224
allCharacters,,ANCIENTSAWAKENED-DEMONIC_DEFEND,CARD.ANCIENTSAWAKENED-DEMONIC_DEFEND,,,1,36533,2.737251252292448e-05,4,0.00010949005009169792
allCharacters,,ANCIENTSAWAKENED-DEMONIC_STRIKE,CARD.ANCIENTSAWAKENED-DEMONIC_STRIKE,,,1,36533,2.737251252292448e-05,4,0.00010949005009169792
allCharacters,,ARIANE,CARD.ARIANE,,,1,36533,2.737251252292448e-05,2,5.474502504584896e-05
allCharacters,,ARIANNA,CARD.ARIANNA,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BATTLE_HYMN,CARD.BATTLE_HYMN,,,1,36533,2.737251252292448e-05,3,8.211753756877343e-05
allCharacters,,BBT_STS2_CARD_CONCEALED_WEAPON_CARD,CARD.BBT_STS2_CARD_CONCEALED_WEAPON_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BBT_STS2_CARD_CONSOLATION_PRIZE_CARD,CARD.BBT_STS2_CARD_CONSOLATION_PRIZE_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BECKON,CARD.BECKON,Beckon,呼唤,1,36533,2.737251252292448e-05,2,5.474502504584896e-05
allCharacters,,BETTERSLAYTHESPIRE2-BREAK_LIMIT_CARD,CARD.BETTERSLAYTHESPIRE2-BREAK_LIMIT_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BETTERSLAYTHESPIRE2-DAYRETURN_CARD,CARD.BETTERSLAYTHESPIRE2-DAYRETURN_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BETTERSLAYTHESPIRE2-KAKA_FORM_CARD,CARD.BETTERSLAYTHESPIRE2-KAKA_FORM_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BETTERSLAYTHESPIRE2-NIGHTFALL_CARD,CARD.BETTERSLAYTHESPIRE2-NIGHTFALL_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BLADE_DANCE_C,CARD.BLADE_DANCE_C,,,1,36533,2.737251252292448e-05,2,5.474502504584896e-05
allCharacters,,BLOOM,CARD.BLOOM,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BLUR_C,CARD.BLUR_C,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BREAK_BRIDGE,CARD.BREAK_BRIDGE,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BRILLIANCE,CARD.BRILLIANCE,,,1,36533,2.737251252292448e-05,2,5.474502504584896e-05
allCharacters,,BS_ANCIENT_CARD_MERCURY_CARD,CARD.BS_ANCIENT_CARD_MERCURY_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BS_ANCIENT_CARD_RED_QUEEN_GUILLOTINE_CARD,CARD.BS_ANCIENT_CARD_RED_QUEEN_GUILLOTINE_CARD,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,BYRDONIS_EGG,CARD.BYRDONIS_EGG,Byrdonis Egg,多尼斯异鸟蛋,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,CARD_EDITOR_CREATED_CARD02,CARD.CARD_EDITOR_CREATED_CARD02,,,1,36533,2.737251252292448e-05,5,0.0001368625626146224
allCharacters,,CARD_EDITOR_CREATED_CARD06,CARD.CARD_EDITOR_CREATED_CARD06,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
allCharacters,,CARD_EDITOR_CREATED_CARD12,CARD.CARD_EDITOR_CREATED_CARD12,,,1,36533,2.737251252292448e-05,1,2.737251252292448e-05
